subject,body,label
"hpl noms for june 30 , 2000","( see attached file : hplo 630 . xls )
- hplo 630 . xls",0
"enron actuals for june 28 , 2000","teco tap 120 . 000 / hpl gas daily
ls hpl katy 30 . 000 / enron",0
"revised 7 / 00 assignment , termination , expiration report - assets","group
we received some more name changes after the previous report was sent out .
here is the latest & greatest version .",0
revised noms - four square gas,"daren ,
it ' s in .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 06 / 29 / 2000 06 : 23
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : robert cotten 06 / 29 / 2000 03 : 03 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : revised noms - four square gas
daren ,
four square gas revised their noms for july as follows :
meter # orig nom rev nom
6599 1 , 322 0
1568 7 0
6844 3 , 822 0
do you want me to adjust ?
bob",0
revised nom - kcs resources,"daren ,
it ' s in .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 06 / 29 / 2000 06 : 22
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : robert cotten 06 / 29 / 2000 03 : 35 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : revised nom - kcs resources
daren ,
kcs ' orig nom was 11 , 148 at meter # 9658 . you revised it to 9 , 381 . kcs
wants to revise it to 8 , 000 . do you want me to adjust ?
bob",0
revised nom - kcs resources,"daren ,
kcs ' orig nom was 11 , 148 at meter # 9658 . you revised it to 9 , 381 . kcs
wants to revise it to 8 , 000 . do you want me to adjust ?
bob",0
revised nom - texlan oil,"daren ,
texlan revised their nom at meter # 6788 from 166 / d to 365 / d for july . do
you want me to adjust ?
bob",0
revised noms - four square gas,"daren ,
four square gas revised their noms for july as follows :
meter # orig nom rev nom
6599 1 , 322 0
1568 7 0
6844 3 , 822 0
do you want me to adjust ?
bob",0
maynard oil - revised nom,"daren ,
maynard oil at meter # 6674 revised their nom from 4 , 920 to 5 , 595 for july .
bob",0
enronoptions - your stock option program,"it is amazing and yet not surprising how much enron has accomplished in the
first six months of this year . you continue to make it happen . we recognize
that you work hard every day to accomplish enron  , s business goals , and we are
pleased that many of you have shared in the company  , s financial success
through enron stock options .
as you may know , the current employee stock option program ( also known as the
all employee stock option program or aesop ) began in 1994 and provided value
to participants through 2000 . employees who have participated in this
program from its inception have realized a 1 , 119 % increase in the value of
their stock options ( assuming a stock price of $ 70 ) over the life of the
program .
enron stock options are a valuable part of your total compensation package
and a contributing factor to your performance and to enron  , s continued
success . therefore , the enron executive committee and the compensation and
management development committee of the enron board of directors have decided
to continue to offer stock options as a part of your compensation package .
on may 1 , 2000 , the committee approved an employee stock option program for
calendar years 2001 - 2005 ( enronoptions  ) your stock option program ) . it is
expected that enronoptions  ) your stock option program will be granted ,
effective on or about december 29 , 2000 , for those employees who are eligible
on that date ( please see note below ) . the new program , which is subject to
final approval by enron  , s board of directors , is as follows :
? enronoptions  ) your stock option program will give stock options to
eligible full - time and part - time regular employees in domestic and
international companies / locations .
? the grant of non - qualified stock options will equal 25 % of annual base
salary ( 5 % of annual base salary for each year of a 5 - year period ) on
december 29 , 2000 . ( salary calculation and value may vary in some
international locations . )
? the board will grant the stock options on december 29 , 2000 .
? eligible employees hired in subsequent years will receive a prorated grant
of stock options .
why commit your talent and energy to enron ? enronoptions  ) your stock option
program , among other good reasons  ( that  , s why .
in the coming weeks , you will be receiving more details about enronoptions  )
your stock option program . to provide information and answer your questions ,
we will introduce a special link on the human resources web - site , host
several espeak sessions and continue to communicate with you on a regular
basis . in the meantime , if you have immediate questions , please contact your
human resources representative .
note : in addition to final approval by enron  , s board of directors , granting
of options will be subject to new york stock exchange and state and federal
regulatory requirements . it is expected that enronoptions  ) your stock
option program will be available to most enron employees ; however , some enron
companies  , employees may not be eligible due to legal , accounting , tax , labor
or business issues . as you know , enron changes to meet the needs of the
marketplaces we serve . given that need to change , we will continue to refine
the eligibility for enronoptions  ) your stock option program and will
communicate more details throughout the year with final eligibility being
determined on december 29 , 2000 .",0
re : industrials,"if it is the one i am thinking of it does . i haven ' t seen one for a few
months .
pat , will you make sure robert sends one to me via email .
thanks
gary
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 06 / 29 / 2000 08 : 54
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
06 / 28 / 2000 07 : 59 pm
to : gary a hanks / hou / ect @ ect
cc :
subject : re : industrials
gary ,
does the workhseet mentioned below assist you with the monthly operations
related to the industrial customers ?
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 06 / 28 / 2000
07 : 57 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
to : pat clynes / corp / enron @ enron
cc : daren j farmer / hou / ect @ ect , gary a hanks / hou / ect @ ect
subject : re : industrials
first of the month industrials are coming along fine . i will finalize my
pathing tomorrow , thursday , and set up buybacks and swings by the
end of day friday .
the industrial "" buyback & deficiency deals "" worksheet has captured the
necessary data to help gas control & the on - call scheduler as well as
myself and client services .
i will have a preliminary worksheet done by the end of day friday .
i am on vacation during the week of july 5 th thru july 10 th .
enron north america corp .
from : pat clynes @ enron 06 / 28 / 2000 12 : 45 pm
to : robert e lloyd / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect
subject : re : industrials
robert ,
how do we look on the industrial deadlines ? please let me know . thanks ,
pat
daren j farmer @ ect
06 / 28 / 2000 11 : 19 am
to : pat clynes / corp / enron @ enron
cc :
subject : industrials
when will the buybacks and swings be set up for july ? i am a little
concerned with the long weekend coming up . i believe that we agreed that
these would be set up by the 3 rd work day , which would be friday the 7 th .
( six days of flow . ) i definitely don ' t think that we should any later . it
would be great if this could be handled sooner , miimizing our economic impact .
additionally , we need to get the industrial spreadsheet up and running
again . this report is very beneficial to gas control , industrial traders and
schedulers on call .
let me know what you think .
d",0
july transport usage tickets,"i have input and updated transport usage tickets for july . i did not update
one for the demand charge for pgev / maypearl delivery , so if there is one , you
will have to set it up in the system . if you have any questions , please let
me know . also , pay close attention to the oasis and pg & e tickets for this
month . i do not yet know what baseload rates you have agreed upon , so you
will need to adjust them in the appropriate tickets . if you would , please
let me know , too , what baseload business and rates you have agreed upon for
both these pipelines . thank you .
heidi",0
sap timelines,"as you are aware , the sap financial systems will be implemented for the enron
north america
companies on july 1 , 2000 . the attached file contains timelines for a
transaction .",0
"hpl nom for july 1 , 2000","( see attached file : hplo 701 . xls )
- hplo 701 . xls",0
"enron / hpl actuals for june 29 , 2000","teco tap 120 . 000 / hpl gas daily
ls hpl lsk ic 30 . 000 / enron",0
"re : cody texas , l . p . , meter 5333","daren ,
deal # 320162 has been created and entered in sitara .
bob
enron north america corp .
from : melissa graves 06 / 30 / 2000 12 : 22 pm
to : robert cotten / hou / ect @ ect , hillary mack / corp / enron @ enron
cc : vance l taylor / hou / ect @ ect
subject : cody texas , l . p . , meter 5333
bob ,
hplc will be purchasing wellhead gas from the producer listed below for the
production month of july . this production will be purchased on a "" spot ""
basis and a deal ticket should be created and entered into sitara based on
the following information :
counterparty meter volume price
cody texas , l . p . 5333 2975 mmbtu / d 100 % if / hsc less $ 0 . 09
this ticket should be marked evergreen , so that it rolls month to month .
additionally , this is a producer svcs . deals and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
hillary ,
i noticed deal 305549 has just been put in for one day ( 6 / 1 / 00 ) . we have
flow at this meter during the month of june , so could this ticket be changed
to go through 6 / 30 / 00 ?
thanks you ,
melissa
x 39173",0
revised nom - yates energy,"daren ,
yates energy has revised their nom for 7 / 00 at meter # 6598 from 2 , 939 to
3 , 096 ?
bob",0
re : maynard oil - revised nom,"daren ,
deal # 140991 has been updated .
bob
daren j farmer
06 / 30 / 2000 05 : 54 am
to : robert cotten / hou / ect @ ect
cc :
subject : re : maynard oil - revised nom
bob ,
update our nom in sitara to agree with their ' s .
d
enron north america corp .
from : robert cotten 06 / 29 / 2000 02 : 42 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : maynard oil - revised nom
daren ,
maynard oil at meter # 6674 revised their nom from 4 , 920 to 5 , 595 for july .
bob",0
intra day midcon,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 30 / 2000
10 : 02 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 06 / 30 / 2000 09 : 52 : 41 am
to : ami _ chokshi @ enron . com
cc :
subject : intra day midcon
( see attached file : hpl - june . xls )
- hpl - june . xls",0
"preliminary "" buyback & deficiency deals "" worksheet for july 2000","activity
attached is a preliminary "" buyback & deficiency deals "" worksheet for july
2000 activity .",0
"enron / hpl actuals for june 30 thru july 2 , 200","june 30 , 2000
teco tap 8 . 750 / enron ; 51 . 250 / gas daily
ls hpl lsk ic 30 . 000 / hpl gas daily
july 1 , 2000
teco tap 40 . 000 / enron ; 80 . 000 / hpl iferc
july 2 , 2000
teco tap 40 . 000 / enron ; 80 . 000 / hpl iferc",0
meoh upset,"the meoh plant began having problems on june 30 . on july 3 , a flange fire on
piping occurred . the piping could not be depressured and the plant was shut
down . no eta for plant startup is available at this time . additional
information will be forwarded when available .",0
"hpl noms for july 6 , 2000","( see attached file : hplo 706 . xls )
- hplo 706 . xls",0
"enron actuals for july 3 thru 4 , 2000","july 3 teco tap 10 . 000 / enron ; 65 . 000 / hpl iferc
ls hpl katy 30 . 000 / enron
july 4 teco tap 35 . 000 / hpl iferc
ls hpl katy 30 . 000 / enron",0
tejas nomination change effective 7 / 7 / 00,"for some reason , this e - mail just got to me . sorry if it makes you late on
anything .
bev
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 07 / 06 / 2000 11 : 21
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" cynthia cantrell ""
07 / 06 / 2000 09 : 30 am
to :
cc :
subject : tejas nomination change effective 7 / 7 / 00
attached is a revision for the haynes 21 ctp effective 7 / 7 / 00 . please advise
if you need additional information .
thanks ,
cynthia cantrell
- enronhaynes 21070700 . xls",0
nomination change on tejas effective 7 / 8 / 00,"devon changes effective saturday 7 / 8 / 2000 .
bev
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 07 / 06 / 2000 11 : 14
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" cynthia cantrell ""
07 / 06 / 2000 11 : 12 am
to :
cc :
subject : nomination change on tejas effective 7 / 8 / 00
attached is a revised nomination at the trevino plant on tejas to be
effective 7 / 8 / 00 . if you have questions , please call me at ( 405 ) 552 - 4611 .
cynthia cantrell
- enrontrevinoplto 70800 . xls",0
nom chnage - 7 / 7 / 2000 - eastrans,"this is to increase our noms for 7 / 7 from hpl into eastrans to 57 , 800 mmbtu / d .
redeliveries will be :
25 , 000 into pg & e
7 , 800 into hpl from fuels cotton valley
25 , 000 to hpl ' s cartwheel agreement at carthage .",0
"hpl nom for july 7 , 2000","( see attached file : hplo 707 . xls )
- hplo 707 . xls",0
"revision # 1 - enron / hpl actuals for july 5 , 2000",teco tap 10 . 000 / enron ; 85 . 000 / hpl iferc,0
"enron / hpl actuals for july 5 , 2000","teco tap 10 . 000 / enron ; 75 . 000 / hpl iferc
ls hpl lsk ic 30 . 000 / enron",0
"enron actuals for june 30 , 2000","june 30 , 2000
teco tap 8 . 750 / enron ; 61 . 250 / gas daily",0
i will be in dallas meeting with tufco the same afternoon . i told them,"before they scheduled this meeting that i would not be able to attend . just
a reminder for you . thanks .
- - - - - - - - - - - - - - - - - - - - - - forwarded by stacey neuweiler / hou / ect on 07 / 07 / 2000
01 : 56 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : esther buckley 07 / 07 / 2000 01 : 54 pm
to : gary a hanks / hou / ect @ ect , earl tisdale / hou / ect @ ect , daren j
farmer / hou / ect @ ect , stacey neuweiler / hou / ect @ ect , danny
conner / na / enron @ enron , lauri a allen / hou / ect @ ect , edward d
gottlob / hou / ect @ ect , elsa villarreal / hou / ect @ ect
cc : laura harder / corp / enron @ enron
subject :
james mckay has requested a meeting to review the texas desk / gas control
morning report . please mark you calendars to attend this meeting on
wednesday , july 12 , 2000 from 3 : 00 pm - 4 : 00 pm . the meeting will be held in
eb 49 c 4 .
if you have any questions , please feel free to call me at 36289 .
thanks ,
esther buckley",0
nom chnage - 7 / 8 / 2000 - eastrans,"please increase deliveries to eastrans to 60 , 000 mmbtu / d for 7 / 8 / 2000 .
the redeliveries will be :
7 , 800 from fuels cotton valley
25 , 000 to pg & e
25 , 000 to hpl ' s cartwheel at carthage
2 , 200 to mobil beaumont
detm will have 4 , 000 mmbtu / d to sell at carthage .",0
"hpl noms for july 8 , 2000","( see attached file : hplo 708 . xls )
- hplo 708 . xls",0
"enron / hpl actuals for july 6 , 2000","teco tap 10 . 000 / enron ; 90 . 000 / hpl iferc
ls hpl lsk ic 30 . 000 / enron",0
re : coastal oil & gas corporation,"melissa ,
deal ticket # 325550 has been created and entered in sitara .
bob
enron north america corp .
from : melissa graves 07 / 07 / 2000 03 : 34 pm
to : robert cotten / hou / ect @ ect
cc : donald p reinhardt / hou / ect @ ect , susan smith / hou / ect @ ect , vance l
taylor / hou / ect @ ect , george weissman / hou / ect @ ect , hillary
mack / corp / enron @ enron , amelia alland / hou / ect @ ect
subject : re : coastal oil & gas corporation
albrecht # 4 well
meter 098 - 4179 , goliad co . , tx
bob ,
per george ' s note below , hplc will be purchasing wellhead gas from the
producer listed below for the production month of july . this production will
be purchased on a "" spot "" basis and a deal ticket should be created and
entered into sitara based on the following information :
counterparty meter volume price
coastal oil & gas corporation 4179 , albrecht # 4 well 7 / 7 / 00 - 1 , 500 mmbtu / d
7 / 8 / 00 - 3 , 000 mmbtu / d
7 / 9 / 00 thru 7 / 31 / 00 - 4 , 000 mmbtu / d 93 % if / hsc
additionally , this is a producer svcs . deal and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
thanks ,
melissa
- - - - - - - - - - - - - - - - - - - forwarded by melissa graves / hou / ect on 07 / 07 / 2000 03 : 03
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : george weissman 07 / 07 / 2000 01 : 11 pm
to : melissa graves / hou / ect @ ect , shawna flynn / hou / ect @ ect
cc : sandi m braband / hou / ect @ ect , robert walker / hou / ect @ ect , vicente
sarmiento / gco / enron @ enron , brian m riley / hou / ect @ ect , lauri a
allen / hou / ect @ ect
subject : re : coastal oil & gas corporation
albrecht # 4 well
meter 098 - 4179 , goliad co . , tx
melissa ,
based on the attached contract preparation request for a spot gtc for the
coastal oil the
legal department has prepared and is currently circulating a ratification and
consent to assign document to reflect this transaction .
the spot gtc requested herein will cover gas from the albrecht # 4 well only .
the albrecht # 4 will not be covered by 96008903 , nor will the wells currently
subject to 96008903 be subject to the spot gtc .
shawna , please prepare the termination letter for 96008903 as requested .
george x 3 - 6992
- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 07 / 07 / 2000
01 : 04 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
debbie boudar @ enron
07 / 06 / 2000 03 : 25 pm
to : george weissman / hou / ect @ ect
cc : robert walker / hou / ect @ ect , vicente sarmiento / gco / enron @ enron , brian m
riley / hou / ect @ ect
subject : re : coastal oil & gas corporation
albrecht # 4 well
meter 098 - 4179 , goliad co . , tx
in regards to meter 098 - 4179 the following information is what i have been
able to determine from the information available to me .
to your questions :
1 . cannot determine who owns this meter . i will contact molly carriere on
monday when she returns .
2 . hpl has a fifty ( 50 ) ft . easement at this location which does contain
language for appurtenance rights within the 50 ' .
3 . i pulled the meter file for this location which was prepared during
project rock and it does not contain a facility agreement so i am assuming
one was not located .
hope this helps .
from : george weissman @ ect 07 / 06 / 2000 11 : 09 am
to : debbie boudar / na / enron @ enron
cc : robert walker / hou / ect @ ect , vicente sarmiento / gco / enron @ enron , brian m
riley / hou / ect @ ect
subject : coastal oil & gas corporation
albrecht # 4 well
meter 098 - 4179 , goliad co . , tx
debbie ,
meter 098 - 4179 is located at sta . plus 40 + 85 on align . dwg . hc - 1130 - 18 - h in
goliad co . , tx . in connection with the facility agreement request below , we
need to know the following :
1 . who owns the meter , hplc or the operator ?
2 . do we own an easement and an access right of way to the meter station ?
3 . is there , to your knowledge , a facility agreement in place covering this
meter ? we cannot locate such an agreement in our records .
thanks . george x 3 - 6992
- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 07 / 06 / 2000
11 : 06 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : george weissman 07 / 06 / 2000 09 : 37 am
to : shawna flynn / hou / ect @ ect
cc : robert walker / hou / ect @ ect , brian m riley / hou / ect @ ect , vicente
sarmiento / gco / enron @ enron , melissa graves / hou / ect @ ect , lal
echterhoff / hou / ect @ ect , james r haden / hou / ect @ ect
subject : coastal oil & gas corporation
albrecht # 4 well
meter 098 - 4179 , goliad co . , tx
shawna ,
attached is a contract preparation request for a facilities agreement for the
coastal oil the
legal department has prepared and is currently circulating a ratification and
consent to assign document to reflect this transaction .
we have been unable to locate an existing facility agreement for the 3
previously drilled wells and suspect that no such agreement exists .
the facility agreement requested herein is intended to cover only alterations
to be made to existing meter 098 - 4179 to install an h 2 s monitor and necessary
valving to allow hplc to accept gas from the newly drilled albrecht # 4 well .
once the h 2 s monitor has been installed and the albrecht # 4 well is ready to
flow , we intend to paper the purchase of gas from the albrecht # 4 well only
via a spot confirmation pursuant to a spot gtc . the albrecht # 4 will not be
covered by 96008903 , nor will the wells currently subject to 96008903 be
subject to the spot gtc .
coastal will reimburse hplc $ 39 , 600 for the cost of the installation .
george x 3 - 6992
- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 07 / 06 / 2000
09 : 21 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : george weissman 07 / 04 / 2000 01 : 28 pm
to : lal echterhoff / hou / ect @ ect , pat flavin / gco / enron @ enron
cc : brian m riley / hou / ect @ ect , jill t zivley / hou / ect @ ect , vicente
sarmiento / gco / enron @ enron , james r haden / hou / ect @ ect , donnie
mccabe / gco / enron @ enron , mark walch / gco / enron @ enron , steve hpl
schneider / hou / ect @ ect
subject : coastal oil & gas corporation
albrecht # 4 well
meter 098 - 4179 , goliad co . , tx
lal ,
we intend to attempt to connect about 4 , 000 mmbtu / d of new production from
the newly drilled coastal oil in may , 2000 , the meter flowed about 960
mmbtu / d of 3 . 36 % co 2 gas .
the content of the albrecht # 4 gas according to the field gas analysis
prepared by coastal oil the albrecht # 4 h 2 s content
is similar to that of the three wells currently producing 960 mmbtu / d behind
meter 098 - 4179 , the miller - albrecht unit # 1 - a and the hoff heller gas unit
# 1 a & # 2 d . coastal further purports that for some time now it ( and / or its
predecessor , mjg , corp . ) has treated these three wells for h 2 s in a manner
sufficient to reduce the h 2 s content delivered into hplc to permissible
levels . coastal has further indicated that it intends to reduce the h 2 s
content of the albrecht # 4 to permissible levels before delivering same to
hplc . in your opinion , should coastal be forced to install an h 2 s monitor
for this new gas prior to flowing same to hplc ?
george x 3 - 6992
- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 07 / 04 / 2000
12 : 48 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
christy sweeney
06 / 29 / 2000 04 : 56 pm
to : lisa hesse / hou / ect @ ect
cc : brian m riley / hou / ect @ ect , george weissman / hou / ect @ ect , melissa
graves / hou / ect @ ect , joanne wagstaff / na / enron @ enron , heidi withers / hou / ect @ ect
subject : transport request for coastal albrecht # 4 , goliad county , tx
lisa ,
attached is our physical well connect form , including a transportation quote
sheet , for the coastal albrecht # 4 well in goliad county , tx . please
provide us with a transport quote . i have attached below a quote you gave us
in april 2000 . the volume is now 5 , 000 / day .
i am headed that way with a map that shows the well ' s location in relation to
us , tejas , koch , and tetco . please note 2 % fuel .
thank you ! ! !
christy
39050
- - - - - - - - - - - - - - - - - - - - - - forwarded by christy sweeney / hou / ect on 06 / 29 / 2000
02 : 46 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : lisa hesse 04 / 07 / 2000 10 : 48 am
to : brian m riley / hou / ect @ ect
cc : lauri a allen / hou / ect @ ect , mary m smith / hou / ect @ ect , heidi
withers / hou / ect @ ect , melissa graves / hou / ect @ ect , george weissman / hou / ect @ ect ,
susan smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , vance l
taylor / hou / ect @ ect , lisa hesse / hou / ect @ ect , lisa hesse / hou / ect @ ect
subject : mjg , inc . meter 4179 and cokinos meter 9676
brian ,
here are the transport rates for the below meters :
mjg meter 4179 3 . 39 % co 2 1 year quote april 00
rel : 1180 avg . 1200 - 1988 . 014
loc . . 05
p / l density . 02
quality . 049
market adjustment . 05
_ _ _ _
. . 183
less discount and market fee . 02
_ _ _ _
. 16
please call if you have any questions or comments . lisa 3 5901",0
meoh plant status,"the methanol plant has determined extensive repairs are needed , including
replacement of piping and retubing of 2 of the 3 preheat exchangers .
it appears that the plant will be down until the last week of the month . at
a minimum , the plant will be down until the middle of next week . a better
estimate of downtime will be available by tomorrow afternoon .",0
leak on wilson creek lateral,"on friday , july 7 2000 , the field detected a leak on the wilson creek lateral
in wharton co . meter # 0984284 was shut in at approximately 6 : 30 pm until
repairs are completed sometime today july 10 , 2000 .
if you have any questions please call . 36449
thanks
gary h
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 07 / 10 / 2000 10 : 55
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : michael c winders 07 / 10 / 2000 06 : 13 am
to : gary a hanks / hou / ect @ ect
cc :
subject : leak on wilson creek lateral
the producer that was shut in was zevex production # 4284 - 10 they flow about
. 3 a day .",0
out of the office,"please note that i will be out of the on tuesday , july 11 th through friday ,
july 14 th . i will return on monday the 17 th . in my absense , my desk will be
covered as follows :
tom acton :
980067 lonestar katy - - - - daily confirmations
980072 aquila header - - daily confirmations
980069 trunkline - - daily confirmations
986780 oasis katy - - daily confirmations
oneok transport - - daily scheduling
western transport - - daily scheduling
midcon transport - - daily scheduling
carlos rodriguez :
lonestar pipe line - - offsystem scheduling / pathing
midcon pipe line - - offsystem scheduling / pathing
dow pipe line - - offsystem scheduling / pathing
eddie janzen / mary poorman :
oasis pipe line - - offsystem nominations / scheduling / pathing
thanks ,
mark
x 33396",0
nom change - 7 / 11 / 2000,"please increase deliveries to eastrans from hpl to 70 , 000 mmbtu / d eff
7 / 11 / 2000 .
redeliveries will occur as follows :
7 , 800 from fcv
25 , 000 into pg & e
25 , 000 into hpl ' s cartwheel agreement at carthage
12 , 200 at mobil beaumont .
detm will have 9 . 000 additional to sell .",0
this is hillarious !,"take a minute and call ( 800 ) 578 - 7453 and listen to the greeting of the brown
& williamson tobacco company . at the point where you are asked to select an
extension , hang up .
david heineke
dheineke @ tsteel . com",0
resumes - accounting,"please let me know if you are interested in interviewing .
local - houston
melanie is currently around $ 50 - 55 k . at el paso , bachelor ' s in
accounting . working towards master ' s . 5 years experience .
fariba is currently at $ 47 k . at el paso , bachelor ' s in accounting , 10
years experience
stephen is at eott energy . bachelor ' s in finance
not local - need relocation",0
"hpl nom for july 11 , 2000 revision # 1","( see attached file : hplo 711 . xls )
- hplo 711 . xls",0
"enron actuals for july 7 thru 9 , 2000","july 7 teco tap 120 . 000 / hpl iferc
ls hpl katy 30 . 000 / enron
july 8 teco tap 40 . 000 / enron ; 80 . 000 / hpl iferc
july 9 teco tap 40 . 000 / enron ; 80 . 000 / hpl iferc",0
98 - 6892 ( sitara deal 319063 ),"the above deal is a dd deal effective 7 / 1 / 2000 - 7 / 5 / 2000 . can the deal be
extended to the 6 th to cover flow of . 803 decatherms ?
we ' ve not yet received the oba from tetco yet .
thanks
- jackie -
3 - 9497",0
developmental plan,"please reference the memo below .
- - - - - - - - - - - - - - - - - - - - - - forwarded by brenda f herod / hou / ect on 07 / 11 / 2000
11 : 20 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : hector mcloughlin @ enron 07 / 07 / 2000 06 : 04 pm
to : kristin albrecht / hou / ect @ ect , sheila glover / hou / ect @ ect , david
hall / gco / enron @ enron , brenda f herod / hou / ect @ ect , shona
wilson / na / enron @ enron , eugenio perez / hou / ect @ ect , james
scribner / corp / enron @ enron , sheri thomas / hou / ect @ ect , mary
solmonson / hou / ect @ ect , joel henenberg / na / enron @ enron , leslie
reeves / hou / ect @ ect
cc : lisa b cousino / hou / ect @ ect
subject : developmental plan
if you had any employees that were rated "" needs improvement "" or "" issues ""
please read the e - mail that norma and i wrote for her group . if you have
any questions or need help with this process please call me at ext . 36703
hgm
- - - - - - - - - - - - - - - - - - - - - - forwarded by hector mcloughlin / corp / enron on
07 / 07 / 2000 05 : 46 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : norma villarreal @ ect 07 / 07 / 2000 05 : 12 pm
to : susan harrison / hou / ect @ ect , jefferson d sorenson / hou / ect @ ect , steve
jackson / hou / ect @ ect , robert superty / hou / ect @ ect , scott mills / hou / ect @ ect
cc : brent a price / hou / ect @ ect , hector mcloughlin / corp / enron @ enron , sheila
walton / hou / ect @ ect
subject : developmental plan
per the request of the management team , attached is a form to assist managers
in documenting performance improvement guidelines for poor performers . there
are two pages : page one is the template with a brief description of the
information needed on it . page two is a completed example to show how it
might look when finished .
please begin working with the appropriate manager in completing the document
for those individuals who have a ranking of needs improvement or issues for
2000 mid year review . in order to complete section of the form titled
' agreed developmental plans ' , managers must provide quantifiable evidence of
previous lack of satisfactory performance .
as discussed in prior meetings , reviews requiring developmental plans should
be conducted by two levels of management . also , hr and legal must review
prior to employee receiving developmental plan and counselling . please
complete and submit by monday , july 17 , 2000 .
please call if you have any questions or to set time aside to discuss the
developmental plan .
norma villarreal
x 31545",0
